-48.7868	-18.9895
-48.9461	-16.3212
-49.5218	-15.1018
-47.7513	-18.4789
-47.6520	-19.7651
-47.4609	-14.5683
-47.8079	-17.7439
-48.7183	-18.6835
-49.5356	-18.7741
-49.0041	-17.9074
-47.6712	-15.1486
-47.9577	-13.6893
-48.6177	-18.7788
-48.1381	-18.4781
-47.2300	-15.6650
-39.0750	-11.9599
-31.1121	-3.1626
-34.8917	-10.7945
-33.6337	-11.2195
-35.6379	-12.5026
-37.0011	-11.5699
-34.9180	-12.1071
-38.5904	-13.4869
-32.8061	-14.9760
-35.6557	-15.2977
-28.0729	-11.7106
-25.0338	-2.2549
-23.5459	-15.4197
-33.9302	-15.2480
-26.3520	-5.3247
-26.1403	-9.7694
-26.4057	-10.9483
-25.8286	-12.2982
10.2940	-4.9033
-0.3827	11.4131
6.9551	-8.5385
-1.2480	21.9410
8.6950	-1.1761
16.8316	4.6882
0.7620	24.2665
0.5551	22.7354
-2.4479	14.0701
8.1463	23.9539
15.8985	7.5531
8.1878	24.4221
-8.2825	17.4585
1.1213	-7.4374
-2.8288	22.3717
6.9580	-7.0222
6.2495	11.1063
7.9910	10.8824
7.9679	-2.8961
24.7193	-19.8726
30.1002	-21.9019
28.2069	-18.6700
29.3531	-25.0910
33.5770	-19.1276
23.8666	-18.9635
29.1979	-16.9893
33.0025	-24.2271
28.6234	-22.8386
28.4613	-19.1002
26.7048	-24.7244
28.6669	-22.4631
27.7450	-19.9213
28.1154	-21.0733
21.6671	-19.8326
27.4269	-20.4830
31.9015	-20.2285
29.2731	-25.1997
32.2712	-19.3119
35.7776	-21.8969
40.2511	-19.3709
36.1516	-23.2574
38.7873	-22.8031
41.7300	-24.4106
31.7760	-24.5549
39.3964	-23.1536
36.0974	-20.1599
35.5728	-23.6145
35.1539	-26.8065
36.1225	-24.6749
43.0055	-26.7531
37.3842	-23.2887
36.2597	-24.2256
33.4488	-20.0245
38.3756	-29.2476
