-49.3972	-17.5325
-48.5825	-17.1914
-48.6388	-17.2150
-48.3320	-17.0868
-48.7066	-17.2433
-46.7694	-16.4438
-48.1172	-16.9974
-49.2296	-17.4623
-49.9575	-17.7673
-49.1963	-17.4483
-47.0874	-16.5711
-46.8435	-16.4711
-49.1780	-17.4407
-48.6622	-17.2248
-46.8922	-16.4910
-38.6142	-13.4374
-29.3098	-10.9540
-34.5015	-12.2029
-33.4455	-11.9168
-35.6318	-12.5234
-36.6133	-12.8133
-34.8621	-12.3038
-38.6066	-13.4350
-33.6193	-11.9638
-36.4164	-12.7538
-28.2579	-10.7337
-24.0229	-10.0622
-24.2360	-10.0898
-34.7742	-12.2788
-25.6118	-10.2824
-26.0438	-10.3528
-26.4920	-10.4269
-26.1476	-10.3700
5.9243	-2.2008
4.5282	12.9728
3.7625	-4.6743
2.4400	22.3044
6.6702	-0.4730
6.9875	3.7507
2.3158	24.2641
2.3947	22.8767
3.7391	15.6299
2.3460	23.6210
6.7063	5.3304
2.3320	24.6614
2.8966	19.2146
0.8211	-5.7358
2.4026	22.7736
4.5087	-4.0577
5.2427	10.7736
5.4809	10.0528
6.1753	-1.7948
4.0360	36.8846
3.0432	32.9970
4.5367	38.5864
3.8065	36.0806
3.6971	35.6852
3.1525	33.5076
4.4563	38.3147
3.8368	36.1886
3.8496	36.2339
4.5342	38.5778
3.0279	32.9245
4.3032	37.7971
3.8853	36.3594
3.8891	36.3727
3.7362	35.8273
3.4370	34.6995
3.6911	35.6634
3.2896	34.0984
4.2930	37.7623
4.3589	37.9856
4.7590	39.3363
4.0442	36.9126
3.4233	34.6456
3.2105	33.7621
3.4566	34.7762
2.5812	30.2250
3.5165	35.0069
2.7529	31.4103
3.1798	33.6288
4.2492	37.6137
