-49.1467	-17.9165
-48.4858	-17.6950
-48.6359	-17.7452
-48.0611	-17.5527
-48.3593	-17.6526
-46.5887	-17.0613
-47.8907	-17.4957
-48.9928	-17.8649
-49.7548	-18.1206
-49.0158	-17.8726
-46.9911	-17.1957
-46.8136	-17.1367
-48.9311	-17.8442
-48.4091	-17.6692
-46.7491	-17.1153
-38.2073	-14.1253
-27.1464	-7.3813
-34.1311	-12.2751
-33.3026	-11.8289
-35.4422	-12.9245
-36.2307	-13.2887
-34.6929	-12.5612
-38.3485	-14.1782
-34.1806	-12.3005
-36.4615	-13.3896
-29.5970	-9.4024
-23.5252	-3.6081
-28.8350	-8.8410
-35.1238	-12.7732
-25.7060	-5.9643
-27.7682	-7.9424
-28.4395	-8.5229
-28.6972	-8.7302
11.0749	-4.5031
4.7837	14.2504
11.2887	-4.7475
-0.6666	18.5311
9.8226	-0.8494
8.9039	2.6616
0.0107	18.4684
0.0023	18.4695
-4.9998	16.4333
2.0641	17.6263
8.1617	5.4648
2.0641	17.6263
-6.0042	15.3487
10.7691	-3.7302
-2.1314	18.2813
11.0749	-4.5031
6.2919	11.1211
6.5498	10.3804
10.2194	-2.1416
25.0893	-19.1430
30.2421	-21.5500
27.4290	-20.3237
30.6780	-21.7245
32.3653	-22.3726
24.0789	-18.5860
27.6031	-20.4051
33.5162	-22.7959
29.3203	-21.1673
27.8178	-20.5039
28.4353	-20.7829
29.2240	-21.1272
27.5342	-20.3729
28.2775	-20.7135
22.8649	-17.8587
27.4883	-20.3515
31.2466	-21.9470
30.6458	-21.7118
31.2644	-21.9538
35.2413	-23.4136
38.4373	-24.5350
36.0023	-23.6821
38.2082	-24.4546
41.3270	-25.5531
32.5531	-22.4423
38.8592	-24.6831
34.9768	-23.3199
35.5990	-23.5400
36.2233	-23.7598
36.4189	-23.8284
43.1962	-26.2131
37.1106	-24.0706
36.4010	-23.8222
32.5587	-22.4443
39.8592	-25.0353
